#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
2014-05-01,15.9,20.3,78,39,26.2,30.6,86,50,25,38
2014-05-02,15.3,20.3,75,36,26.2,30.8,85,56,32,45
2014-05-03,14.4,20.1,72,34,26.2,30.9,85,63,38,53
2014-05-04,13.0,19.8,66,30,26.2,31.1,84,61,45,52
2014-05-05,11.7,19.4,60,28,26.2,31.3,84,56,36,47
2014-05-06,10.9,18.8,58,26,26.2,31.4,83,47,27,39
2014-05-07,10.9,18.2,60,27,26.2,31.5,83,42,26,32
2014-05-08,10.9,17.4,63,30,26.6,31.7,84,43,29,34
2014-05-09,10.9,16.5,66,27,26.8,31.8,84,42,31,35
2014-05-10,11.6,15.6,74,31,27.6,31.8,87,42,27,33
2014-05-11,11.6,14.8,78,31,27.6,31.9,87,29,20,27
2014-05-12,12.3,14.2,87,35,28.2,32.1,88,39,15,27
2014-05-13,12.5,13.5,93,33,28.2,32.2,88,46,18,32
2014-05-14,12.4,12.9,96,31,28.2,32.3,87,52,25,39
2014-05-15,11.9,12.3,97,28,28.2,32.4,87,57,33,45
2014-05-16,11.0,11.8,93,26,28.2,32.5,87,59,40,50
2014-05-17,10.0,11.1,90,24,28.2,32.5,87,62,39,50
2014-05-18,8.6,10.4,83,20,28.2,32.6,87,57,37,48
2014-05-19,7.2,9.5,76,18,28.2,32.6,87,53,33,42
2014-05-20,6.1,8.2,74,15,28.2,32.7,86,58,34,46
2014-05-21,4.7,6.9,68,12,28.2,32.7,86,56,34,44
2014-05-22,3.9,5.7,68,10,28.2,32.8,86,61,35,47
2014-05-23,2.5,4.5,56,7,28.2,32.9,86,55,38,44
2014-05-24,1.8,3.3,55,4,28.2,33.0,85,54,39,43
2014-05-25,1.1,2.2,50,2,28.2,33.1,85,57,38,47
2014-05-26,0.3,1.4,21,1,28.2,33.2,85,64,38,51
2014-05-27,0.0,0.7,0,0,28.2,33.4,84,68,44,57
2014-05-28,0.0,0.3,0,0,28.2,33.4,84,68,49,58
2014-05-29,0.0,0.1,0,0,28.2,33.4,84,62,45,54
2014-05-30,0.0,0.0,,0,28.2,33.5,84,66,45,54
2014-05-31,0.0,0.0,,0,28.2,33.6,84,62,42,53
2014-06-01,0.0,0.0,,0,28.2,33.7,84,58,38,47
2014-06-02,0.0,0.0,,0,28.2,33.8,83,67,39,55
2014-06-03,0.0,0.0,,0,28.2,33.9,83,63,41,54
2014-06-04,0.0,0.0,,0,28.2,34.0,83,63,40,52
2014-06-05,0.0,0.0,,0,28.2,34.1,83,62,39,51
2014-06-06,0.0,0.0,,0,28.2,34.2,82,64,40,52
2014-06-07,0.0,0.0,,0,28.2,34.3,82,64,40,52
2014-06-08,0.0,0.0,,0,28.2,34.4,82,55,38,48
2014-06-09,0.0,0.0,,0,28.2,34.5,82,65,37,52
2014-06-10,0.0,0.0,,0,28.2,34.7,81,69,48,58
2014-06-11,0.0,0.0,,0,28.2,34.8,81,64,42,53
2014-06-12,0.0,0.0,,0,28.2,34.9,81,67,42,57
2014-06-13,0.0,0.0,,0,28.2,35.0,81,62,43,55
2014-06-14,0.0,0.0,,0,28.2,35.1,80,48,34,40
2014-06-15,0.0,0.0,,0,28.2,35.1,80,57,35,47
2014-06-16,0.0,0.0,,0,28.2,35.2,80,53,37,45
2014-06-17,0.0,0.0,,0,28.2,35.2,80,43,27,34
2014-06-18,0.9,0.0,,9,28.9,35.3,82,46,24,35
2014-06-19,0.2,0.0,,1,29.4,35.4,83,59,33,46
2014-06-20,0.0,0.0,,0,29.4,35.4,83,69,40,57
2014-06-21,0.0,0.0,,0,29.4,35.4,83,65,45,56
2014-06-22,0.0,0.0,,0,29.4,35.5,83,67,43,55
2014-06-23,0.0,0.0,,0,29.4,35.5,83,68,46,56
2014-06-24,0.0,0.0,,0,29.4,35.6,83,72,46,60
2014-06-25,0.0,0.0,,0,29.4,35.6,83,72,49,62
2014-06-26,0.0,0.0,,0,29.4,35.6,83,65,42,54
2014-06-27,0.0,0.0,,0,29.4,35.6,83,53,40,46
2014-06-28,0.0,0.0,,0,29.6,35.6,83,65,40,52
2014-06-29,0.0,0.0,,0,29.6,35.6,83,69,44,57
2014-06-30,0.0,0.0,,0,29.6,35.7,83,64,44,53
2014-07-01,0.0,0.0,,0,29.6,35.7,83,71,42,56
2014-07-02,0.0,0.0,,0,29.6,35.7,83,74,52,63
2014-07-03,0.0,0.0,,0,29.6,35.7,83,74,54,62
2014-07-04,0.0,0.0,,0,29.6,35.8,83,74,53,65
2014-07-05,0.0,0.0,,0,29.6,35.8,83,75,54,65
2014-07-06,0.0,0.0,,0,29.6,35.8,83,77,53,64
2014-07-07,0.0,0.0,,0,29.6,35.8,83,77,53,64
2014-07-08,0.0,0.0,,0,29.6,35.8,83,76,51,64
2014-07-09,0.0,0.0,,0,29.6,35.9,82,74,54,62
2014-07-10,0.0,0.0,,0,29.6,35.9,82,68,52,59
2014-07-11,0.0,0.0,,0,29.6,35.9,82,66,49,56
2014-07-12,0.0,0.0,,0,29.6,36.0,82,72,47,59
2014-07-13,0.0,0.0,,0,29.6,36.0,82,75,52,63
2014-07-14,0.0,0.0,,0,29.6,36.0,82,78,54,65
2014-07-15,0.0,0.0,,0,29.6,36.1,82,76,55,65
2014-07-16,0.0,0.0,,0,29.6,36.1,82,67,47,58
2014-07-17,0.0,0.0,,0,29.6,36.2,82,71,47,58
2014-07-18,0.0,0.0,,0,29.6,36.3,82,72,51,61
2014-07-19,0.0,0.0,,0,29.6,36.3,82,73,53,62
2014-07-20,0.0,0.0,,0,29.6,36.3,82,74,50,60
2014-07-21,0.0,0.0,,0,29.6,36.4,81,72,56,63
2014-07-22,0.0,0.0,,0,29.6,36.4,81,79,52,65
2014-07-23,0.0,0.0,,0,29.6,36.5,81,80,58,68
2014-07-24,0.0,0.0,,0,29.6,36.6,81,75,57,66
2014-07-25,0.0,0.0,,0,29.6,36.6,81,76,58,66
2014-07-26,0.0,0.0,,0,29.6,36.7,81,72,54,63
2014-07-27,0.0,0.0,,0,29.6,36.8,80,76,52,64
2014-07-28,0.0,0.0,,0,29.6,36.8,80,71,51,58
2014-07-29,0.0,0.0,,0,29.7,36.8,81,60,51,54
2014-07-30,0.0,0.0,,0,30.0,36.9,81,55,46,51
2014-07-31,0.0,0.0,,0,30.6,36.9,83,64,46,53
2014-08-01,0.0,0.0,,0,31.2,36.9,85,69,44,54
2014-08-02,0.0,0.0,,0,31.5,37.0,85,69,47,58
2014-08-03,0.0,0.0,,0,31.5,37.1,85,71,50,57
2014-08-04,0.0,0.0,,0,31.5,37.1,85,65,48,54
2014-08-05,0.0,0.0,,0,31.8,37.2,85,62,46,53
2014-08-06,0.0,0.0,,0,32.1,37.3,86,65,45,54
2014-08-07,0.0,0.0,,0,32.4,37.3,87,65,43,53
2014-08-08,0.0,0.0,,0,32.5,37.3,87,65,45,53
2014-08-09,0.0,0.0,,0,32.5,37.4,87,63,46,53
2014-08-10,0.0,0.0,,0,32.7,37.4,87,68,46,56
2014-08-11,0.0,0.0,,0,32.7,37.5,87,72,47,60
2014-08-12,0.0,0.0,,0,32.7,37.6,87,68,49,57
2014-08-13,0.0,0.0,,0,32.7,37.6,87,62,48,55
2014-08-14,0.0,0.0,,0,32.8,37.7,87,69,49,56
2014-08-15,0.0,0.0,,0,33.0,37.7,88,70,49,58
2014-08-16,0.0,0.0,,0,33.0,37.8,87,69,49,58
2014-08-17,0.0,0.0,,0,33.0,37.9,87,73,48,60
2014-08-18,0.0,0.0,,0,33.0,37.9,87,74,50,62
2014-08-19,0.0,0.0,,0,33.0,37.9,87,61,47,51
2014-08-20,0.0,0.0,,0,33.3,38.0,88,63,46,52
2014-08-21,0.0,0.0,,0,33.7,38.1,88,62,48,54
2014-08-22,0.0,0.0,,0,33.7,38.2,88,64,43,53
2014-08-23,0.0,0.0,,0,34.4,38.3,90,50,35,42
2014-08-24,0.0,0.0,,0,35.3,38.4,92,59,36,47
2014-08-25,0.0,0.0,,0,35.5,38.4,92,62,43,52
2014-08-26,0.0,0.0,,0,35.5,38.5,92,60,43,50
2014-08-27,0.0,0.0,,0,35.8,38.5,93,54,42,47
2014-08-28,0.0,0.0,,0,36.0,38.5,94,62,42,50
2014-08-29,0.0,0.0,,0,36.0,38.6,93,67,43,55
2014-08-30,0.0,0.0,,0,36.0,38.6,93,65,49,56
2014-08-31,0.0,0.0,,0,36.0,38.7,93,57,41,49
2014-09-01,0.0,0.0,,0,36.0,38.8,93,60,41,50
2014-09-02,0.0,0.0,,0,36.0,38.9,93,71,43,58
2014-09-03,0.0,0.0,,0,36.0,38.9,93,68,46,58
2014-09-04,0.0,0.0,,0,36.0,39.0,92,64,40,51
2014-09-05,0.0,0.0,,0,36.0,39.1,92,64,47,54
2014-09-06,0.0,0.0,,0,36.0,39.1,92,67,47,55
2014-09-07,0.0,0.0,,0,36.0,39.2,92,69,47,56
2014-09-08,0.0,0.0,,0,36.0,39.3,92,64,46,52
2014-09-09,0.0,0.0,,0,36.2,39.3,92,52,40,46
2014-09-10,0.0,0.0,,0,36.7,39.4,93,57,40,47
2014-09-11,0.0,0.0,,0,36.7,39.5,93,57,35,46
2014-09-12,0.0,0.0,,0,36.7,39.5,93,58,35,45
2014-09-13,0.0,0.0,,0,36.7,39.5,93,66,40,52
2014-09-14,0.0,0.0,,0,36.7,39.6,93,67,48,57
2014-09-15,0.0,0.0,,0,36.7,39.7,92,68,50,58
2014-09-16,0.0,0.0,,0,36.7,39.8,92,71,48,59
2014-09-17,0.0,0.0,,0,36.7,39.9,92,72,52,61
2014-09-18,0.0,0.0,,0,36.7,40.0,92,71,50,60
2014-09-19,0.0,0.0,,0,36.7,40.1,92,66,46,54
2014-09-20,0.0,0.0,,0,36.7,40.2,91,70,44,56
2014-09-21,0.0,0.0,,0,36.7,40.2,91,57,44,50
2014-09-22,0.0,0.0,,0,37.2,40.3,92,57,46,50
2014-09-23,0.0,0.0,,0,37.2,40.4,92,64,44,52
2014-09-24,0.0,0.0,,0,37.2,40.5,92,70,44,57
2014-09-25,0.0,0.0,,0,37.2,40.5,92,70,49,59
2014-09-26,0.0,0.0,,0,37.2,40.6,92,68,49,58
2014-09-27,0.0,0.0,,0,37.2,40.6,92,53,38,45
2014-09-28,0.0,0.0,,0,38.9,40.6,96,51,36,41
2014-09-29,0.0,0.0,,0,39.2,40.6,97,47,35,38
2014-09-30,0.0,0.0,,0,39.4,40.8,97,43,34,38
2014-10-01,0.0,0.0,,0,0.0,0.0,,37,28,32
2014-10-02,0.0,0.0,,0,0.1,0.1,100,47,27,36
2014-10-03,0.0,0.0,,0,0.1,0.2,50,54,32,41
2014-10-04,0.0,0.0,,0,0.1,0.3,33,54,33,42
2014-10-05,0.0,0.0,,0,0.1,0.4,25,57,35,44
2014-10-06,0.0,0.0,,0,0.1,0.6,17,58,38,46
2014-10-07,0.0,0.0,,0,0.1,0.7,14,60,39,47
2014-10-08,0.0,0.0,,0,0.1,0.7,14,60,40,47
2014-10-09,0.0,0.0,,0,0.1,0.8,13,58,38,46
2014-10-10,0.0,0.0,,0,0.1,0.8,13,57,36,45
2014-10-11,0.0,0.0,,0,0.1,0.9,11,54,36,45
2014-10-12,0.0,0.0,,0,0.2,1.0,20,45,27,33
2014-10-13,0.0,0.0,,0,0.5,1.1,45,49,26,35
2014-10-14,0.0,0.0,,0,0.5,1.1,45,61,35,49
2014-10-15,0.0,0.0,,0,0.5,1.2,42,56,38,50
2014-10-16,0.0,0.0,,0,0.5,1.3,38,53,34,43
2014-10-17,0.0,0.0,,0,0.5,1.4,36,60,37,47
2014-10-18,0.0,0.0,,0,0.5,1.5,33,58,38,46
2014-10-19,0.0,0.0,,0,0.5,1.7,29,59,37,46
2014-10-20,0.0,0.0,,0,0.5,1.8,28,59,40,49
2014-10-21,0.0,0.0,,0,0.5,2.0,25,51,31,41
2014-10-22,0.0,0.0,,0,0.7,2.1,33,49,30,38
2014-10-23,0.0,0.0,,0,0.7,2.1,33,59,36,50
2014-10-24,0.0,0.0,,0,0.7,2.3,30,60,46,52
2014-10-25,0.0,0.0,,0,0.7,2.4,29,60,46,52
2014-10-26,0.0,0.0,,0,0.8,2.5,32,48,29,38
2014-10-27,0.0,0.0,,0,0.8,2.6,31,36,24,29
2014-10-28,0.0,0.1,0,0,0.8,2.7,30,46,24,34
2014-10-29,0.0,0.2,0,0,0.8,2.8,29,52,33,40
2014-10-30,0.0,0.2,0,0,0.8,2.9,28,58,35,45
2014-10-31,0.0,0.4,0,0,0.8,3.1,26,55,40,48
2014-11-01,0.0,0.5,0,0,0.8,3.3,24,49,31,40
2014-11-02,0.4,0.6,67,2,1.2,3.5,34,31,25,28
2014-11-03,0.8,0.7,114,5,1.7,3.7,46,32,17,24
2014-11-04,0.8,0.8,100,5,1.8,3.8,47,43,18,28
2014-11-05,0.8,1.0,80,4,1.9,3.9,49,47,27,35
2014-11-06,0.8,1.1,73,2,2.0,4.1,49,57,33,42
2014-11-07,0.6,1.3,46,2,2.0,4.2,48,48,29,40
2014-11-08,0.4,1.4,29,1,2.0,4.3,47,51,28,36
2014-11-09,0.4,1.6,25,1,2.0,4.5,44,54,31,44
2014-11-10,0.4,1.7,24,1,2.0,4.7,43,44,18,27
2014-11-11,0.4,1.9,21,2,2.0,4.8,42,33,19,24
2014-11-12,0.4,2.0,20,2,2.0,4.9,41,23,17,19
2014-11-13,0.4,2.2,18,3,2.0,5.0,40,34,20,28
2014-11-14,0.9,2.3,39,5,2.4,5.2,46,35,26,31
2014-11-15,1.1,2.4,46,8,2.6,5.4,48,31,-1,15
2014-11-16,1.8,2.5,72,13,3.3,5.4,61,22,-3,9
2014-11-17,1.8,2.7,67,13,3.3,5.5,60,28,8,16
2014-11-18,1.9,2.8,68,14,3.4,5.7,60,36,12,23
2014-11-19,1.9,2.9,66,14,3.4,5.9,58,41,22,30
2014-11-20,2.0,3.0,67,15,3.5,5.9,59,38,22,29
2014-11-21,2.0,3.2,63,15,3.5,6.1,57,42,21,31
2014-11-22,2.0,3.3,61,15,3.5,6.2,56,37,23,31
2014-11-23,2.7,3.4,79,18,3.8,6.4,59,23,18,19
2014-11-24,3.8,3.5,109,22,4.7,6.6,71,23,10,18
2014-11-25,4.1,3.6,114,23,5.1,6.7,76,36,15,30
2014-11-26,4.2,3.7,114,20,5.3,6.9,77,42,29,35
2014-11-27,4.2,3.9,108,19,5.3,7.1,75,49,33,42
2014-11-28,4.2,4.0,105,18,5.3,7.3,73,51,39,45
2014-11-29,4.2,4.1,102,17,5.3,7.4,72,40,36,38
2014-11-30,4.2,4.3,98,17,5.3,7.6,70,37,29,33
2014-12-01,4.2,4.5,93,17,5.3,7.6,70,40,25,33
2014-12-02,4.2,4.6,91,18,5.3,7.8,68,42,29,36
2014-12-03,4.3,4.7,91,17,5.4,7.9,68,37,31,34
2014-12-04,4.3,4.8,90,18,5.4,8.0,68,44,27,34
2014-12-05,4.3,4.9,88,17,5.4,8.2,66,43,26,33
2014-12-06,4.3,5.0,86,17,5.4,8.3,65,40,27,33
2014-12-07,4.3,5.0,86,17,5.4,8.5,64,43,26,32
2014-12-08,4.3,5.1,84,17,5.4,8.7,62,47,29,34
2014-12-09,4.3,5.2,83,17,5.4,8.9,61,49,28,35
2014-12-10,4.3,5.2,83,17,5.4,9.0,60,49,29,38
2014-12-11,4.3,5.4,80,16,5.4,9.1,59,45,37,40
2014-12-12,4.3,5.6,77,16,5.4,9.3,58,41,33,37
2014-12-13,4.3,5.8,74,16,5.4,9.4,57,33,23,27
2014-12-14,4.4,6.0,73,18,5.6,9.7,58,23,9,19
2014-12-15,4.4,6.3,70,19,5.6,9.8,57,33,8,20
2014-12-16,4.5,6.5,69,18,5.9,9.9,60,34,26,30
2014-12-17,4.5,6.8,66,18,5.9,10.0,59,31,18,24
2014-12-18,4.5,7.0,64,18,5.9,10.2,58,30,15,21
2014-12-19,4.5,7.1,63,19,5.9,10.2,58,35,15,25
2014-12-20,4.6,7.3,63,19,6.0,10.4,58,30,26,28
2014-12-21,5.0,7.5,67,20,6.2,10.5,59,36,28,32
2014-12-22,6.4,7.6,84,24,6.9,10.6,65,31,16,26
2014-12-23,7.2,7.6,95,26,7.3,10.8,68,24,8,15
2014-12-24,7.3,7.7,95,27,7.5,10.9,69,39,14,28
2014-12-25,7.5,7.8,96,29,7.9,11.0,72,27,11,17
2014-12-26,7.7,7.9,97,31,8.3,11.2,74,15,6,10
2014-12-27,7.8,8.0,98,31,8.4,11.3,74,17,-1,8
2014-12-28,7.9,8.1,98,32,8.5,11.4,75,22,11,16
2014-12-29,8.1,8.2,99,37,8.8,11.5,77,18,1,10
2014-12-30,8.3,8.3,100,38,9.0,11.7,77,10,-10,-1
2014-12-31,8.3,8.3,100,36,9.1,11.9,76,24,2,11
2015-01-01,8.3,8.4,99,34,9.2,12.1,76,28,11,18
2015-01-02,8.4,8.5,99,33,9.2,12.3,75,32,14,20
2015-01-03,8.4,8.6,98,32,9.2,12.6,73,26,13,19
2015-01-04,8.4,8.7,97,31,9.2,12.7,72,35,13,26
2015-01-05,8.5,8.9,96,31,9.3,13.0,72,39,30,34
2015-01-06,8.5,9.1,93,30,9.3,13.3,70,46,30,35
2015-01-07,8.5,9.3,91,30,9.3,13.5,69,53,29,36
2015-01-08,8.5,9.5,89,29,9.3,13.7,68,48,27,35
2015-01-09,8.5,9.6,89,29,9.3,13.8,67,45,26,33
2015-01-10,8.5,9.8,87,29,9.3,14.1,66,40,28,33
2015-01-11,8.6,9.9,87,30,9.4,14.4,65,34,27,30
2015-01-12,8.7,10.0,87,31,9.5,14.7,65,33,23,29
2015-01-13,10.0,10.2,98,46,10.8,14.8,73,32,16,24
2015-01-14,10.0,10.4,96,42,10.8,14.9,72,39,15,22
2015-01-15,10.0,10.5,95,41,10.8,15.0,72,46,18,27
2015-01-16,10.0,10.7,93,39,10.8,15.2,71,43,22,32
2015-01-17,10.2,10.9,94,38,11.0,15.4,71,42,11,26
2015-01-18,10.2,11.0,93,38,11.0,15.5,71,48,31,38
2015-01-19,10.2,11.2,91,37,11.0,15.7,70,40,26,32
2015-01-20,10.2,11.2,91,37,11.0,15.8,70,29,10,20
2015-01-21,10.2,11.4,89,37,11.0,16.0,69,24,4,13
2015-01-22,10.2,11.6,88,37,11.0,16.1,68,34,7,20
2015-01-23,10.2,11.8,86,36,11.0,16.3,67,31,16,23
2015-01-24,10.2,12.1,84,36,11.0,16.4,67,37,18,28
2015-01-25,10.2,12.4,82,35,11.0,16.6,66,47,25,36
2015-01-26,10.2,12.7,80,35,11.0,16.8,65,54,33,44
2015-01-27,10.2,13.0,78,34,11.0,17.0,65,43,31,38
2015-01-28,10.2,13.3,77,34,11.0,17.1,64,35,23,30
2015-01-29,10.4,13.5,77,34,11.2,17.3,65,35,24,31
2015-01-30,10.4,13.5,77,34,11.2,17.4,64,35,28,31
2015-01-31,10.5,13.6,77,36,11.3,17.6,64,38,17,28
2015-02-01,10.5,13.6,77,36,11.3,17.7,64,38,15,26
2015-02-02,10.5,13.7,77,35,11.3,17.8,63,37,27,32
2015-02-03,10.7,13.7,78,35,11.6,17.9,65,42,32,36
2015-02-04,11.0,13.8,80,37,11.7,18.1,65,42,29,35
2015-02-05,11.1,13.9,80,37,11.9,18.1,66,49,30,40
2015-02-06,11.1,14.0,79,37,11.9,18.2,65,52,40,44
2015-02-07,11.1,14.2,78,35,11.9,18.3,65,49,33,41
2015-02-08,11.2,14.3,78,35,12.0,18.4,65,49,28,38
2015-02-09,11.2,14.4,78,35,12.0,18.6,65,42,30,36
2015-02-10,11.3,14.6,77,36,12.2,18.8,65,34,21,28
2015-02-11,11.3,14.7,77,37,12.3,18.9,65,44,19,30
2015-02-12,11.4,14.8,77,37,12.4,19.1,65,47,26,33
2015-02-13,11.4,14.9,77,36,12.4,19.2,65,55,28,37
2015-02-14,11.4,15.0,76,35,12.4,19.4,64,56,31,41
2015-02-15,11.4,15.2,75,34,12.4,19.6,63,40,27,32
2015-02-16,11.4,15.5,74,34,12.4,19.8,63,30,14,23
2015-02-17,11.4,15.7,73,35,12.4,19.9,62,34,11,22
2015-02-18,11.4,16.0,71,35,12.4,20.1,62,45,20,30
2015-02-19,11.4,16.2,70,34,12.4,20.3,61,46,27,36
2015-02-20,11.5,16.4,70,34,12.5,20.5,61,39,19,28
2015-02-21,11.6,16.6,70,36,12.6,20.8,61,33,14,22
2015-02-22,11.7,16.7,70,38,12.7,20.9,61,26,7,14
2015-02-23,11.7,16.8,70,37,12.7,21.1,60,35,8,21
2015-02-24,11.7,16.9,69,38,12.7,21.2,60,37,12,26
2015-02-25,11.7,17.1,68,37,12.7,21.5,59,34,16,28
2015-02-26,11.7,17.3,68,37,12.7,21.6,59,28,16,22
2015-02-27,11.8,17.4,68,40,12.9,21.8,59,31,9,18
2015-02-28,11.8,17.6,67,38,12.9,21.9,59,26,15,21
2015-03-01,12.1,17.8,68,43,13.2,22.1,60,34,17,25
2015-03-02,12.2,17.9,68,43,13.3,22.3,60,34,21,27
2015-03-03,12.8,18.0,71,49,13.9,22.3,62,24,9,18
2015-03-04,13.1,18.1,72,50,14.2,22.5,63,26,7,14
2015-03-05,13.2,18.2,73,49,14.3,22.7,63,34,9,20
2015-03-06,13.3,18.3,73,47,14.4,22.9,63,44,17,28
2015-03-07,13.3,18.5,72,45,14.4,23.0,63,47,23,33
2015-03-08,13.3,18.7,71,43,14.4,23.1,62,43,21,31
2015-03-09,13.2,18.8,70,42,14.4,23.2,62,43,21,31
2015-03-10,13.1,19.0,69,42,14.4,23.4,62,51,21,34
2015-03-11,13.0,19.1,68,40,14.4,23.6,61,48,32,40
2015-03-12,13.0,19.3,67,39,14.4,23.7,61,43,30,35
2015-03-13,13.0,19.5,67,38,14.4,23.8,61,50,29,37
2015-03-14,12.8,19.5,66,37,14.4,23.9,60,52,31,41
2015-03-15,12.6,19.6,64,36,14.4,24.1,60,58,36,47
2015-03-16,12.3,19.6,63,34,14.4,24.2,60,57,38,46
2015-03-17,12.0,19.6,61,33,14.4,24.4,59,55,36,44
2015-03-18,11.7,19.7,59,31,14.4,24.6,59,45,27,36
2015-03-19,11.4,19.8,58,30,14.4,24.7,58,46,24,33
2015-03-20,11.2,19.9,56,29,14.4,24.9,58,53,26,38
2015-03-21,10.9,20.0,55,27,14.4,24.9,58,53,31,41
2015-03-22,10.6,20.1,53,25,14.4,25.1,57,49,29,39
2015-03-23,10.2,20.3,50,25,14.4,25.2,57,40,26,32
2015-03-24,10.9,20.4,53,30,14.8,25.4,58,36,22,30
2015-03-25,11.0,20.6,53,30,14.9,25.6,58,39,16,27
2015-03-26,11.1,20.7,54,29,15.1,25.7,59,45,23,34
2015-03-27,11.0,20.9,53,26,15.1,25.8,59,55,30,41
2015-03-28,10.5,21.1,50,24,15.1,26.0,58,55,32,44
2015-03-29,10.1,21.3,47,23,15.1,26.2,58,53,29,39
2015-03-30,9.5,21.6,44,21,15.1,26.4,57,57,31,43
2015-03-31,8.7,21.8,40,19,15.1,26.5,57,55,37,47
2015-04-01,8.1,22.1,37,18,15.1,26.6,57,37,22,30
2015-04-02,8.1,22.4,36,18,15.1,26.8,56,31,14,23
2015-04-03,8.4,22.6,37,20,15.5,27.0,57,40,11,26
2015-04-04,8.3,22.8,36,18,15.5,27.1,57,47,31,39
2015-04-05,8.0,23.0,35,17,15.5,27.3,57,50,35,42
2015-04-06,7.5,23.3,32,16,15.5,27.4,57,41,27,35
2015-04-07,7.3,23.4,31,15,15.5,27.5,56,42,27,35
2015-04-08,7.1,23.5,30,15,15.5,27.7,56,35,26,28
2015-04-09,7.1,23.6,30,18,15.7,27.8,56,43,25,32
2015-04-10,7.7,23.6,33,17,15.7,28.0,56,48,26,36
2015-04-11,6.9,23.5,29,15,15.7,28.1,56,50,31,41
2015-04-12,6.1,23.5,26,13,15.7,28.2,56,44,28,34
2015-04-13,6.0,23.5,26,12,15.7,28.3,55,55,28,42
2015-04-14,5.1,23.4,22,12,15.7,28.3,55,51,17,36
2015-04-15,5.5,23.3,24,16,15.9,28.5,56,22,16,19
2015-04-16,5.9,23.1,26,19,16.4,28.6,57,34,18,27
2015-04-17,5.8,23.0,25,16,16.5,28.7,57,40,25,33
2015-04-18,5.6,22.7,25,13,16.6,28.9,57,48,27,37
2015-04-19,5.4,22.3,24,12,16.6,29.1,57,47,29,38
2015-04-20,4.8,22.0,22,10,16.6,29.2,57,50,29,38
